Date,Close,High,Low,Open,Volume,SMA_20,SMA_100,RSI_14,BB_upper,BB_middle,BB_lower
2020-01-01,7200.17431640625,7254.33056640625,7174.9443359375,7194.89208984375,18565664997,,,,,,
2020-01-02,6985.47021484375,7212.1552734375,6935.27001953125,7202.55126953125,20802083465,,,,,,
2020-01-03,7344.88427734375,7413.71533203125,6914.99609375,6984.4287109375,28111481032,,,,,,
2020-01-04,7410.65673828125,7427.3857421875,7309.51416015625,7345.37548828125,18444271275,,,,,,
2020-01-05,7411.3173828125,7544.4970703125,7400.53564453125,7410.45166015625,19725074095,,,,,,
2020-01-06,7769.21923828125,7781.8671875,7409.29296875,7410.4521484375,23276261598,,,,,,
2020-01-07,8163.6923828125,8178.2158203125,7768.2275390625,7768.68212890625,28767291327,,,,,,
2020-01-08,8079.86279296875,8396.73828125,7956.7744140625,8161.935546875,31672559265,,,,,,
2020-01-09,7879.0712890625,8082.2958984375,7842.40380859375,8082.2958984375,24045990466,,,,,,
2020-01-10,8166.55419921875,8166.55419921875,7726.77490234375,7878.3076171875,28714583844,,,,,,
2020-01-11,8037.53759765625,8218.359375,8029.64208984375,8162.19091796875,25521165085,,,,,,
2020-01-12,8192.494140625,8200.0634765625,8009.05908203125,8033.26171875,22903438381,,,,,,
2020-01-13,8144.1943359375,8197.7880859375,8079.70068359375,8189.77197265625,22482910688,,,,,,
2020-01-14,8827.7646484375,8879.51171875,8140.93310546875,8140.93310546875,44841784107,,,,,,
2020-01-15,8807.0107421875,8890.1171875,8657.1875,8825.34375,40102834650,,,76.76608701692263,,,
2020-01-16,8723.7861328125,8846.4609375,8612.095703125,8812.4814453125,31313981931,,,74.54036373193237,,,
2020-01-17,8929.0380859375,8958.1220703125,8677.31640625,8725.2099609375,36372139320,,,76.36071934994922,,,
2020-01-18,8942.80859375,9012.1982421875,8827.33203125,8927.2119140625,32337772627,,,76.48221140177564,,,
2020-01-19,8706.2451171875,9164.3623046875,8620.080078125,8941.4453125,34217320471,,,69.84157005272405,,,
2020-01-20,8657.642578125,8745.5908203125,8560.4736328125,8704.6318359375,26422375678,8118.971240234375,,68.5251469018776,9322.350889736843,8118.971240234375,6915.591590731907
2020-01-21,8745.89453125,8755.7060546875,8544.5205078125,8658.9912109375,24097418512,8196.257250976563,,69.64400756296244,9351.246028466298,8196.257250976563,7041.268473486829
2020-01-22,8680.8759765625,8792.994140625,8636.7470703125,8744.2109375,22600204051,8281.0275390625,,67.73365094629176,9310.116982027928,8281.0275390625,7251.938096097069
2020-01-23,8406.515625,8687.7470703125,8333.6376953125,8680.650390625,25770680779,8334.109106445312,,60.22631720615692,9269.86071936924,8334.109106445312,7398.357493521383
2020-01-24,8445.4345703125,8514.6669921875,8266.8408203125,8405.5673828125,24397913026,8385.847998046875,,60.8885483005832,9220.622965328828,8385.847998046875,7551.07303076492
2020-01-25,8367.84765625,8458.453125,8296.21875,8440.119140625,19647331549,8433.67451171875,,58.787150505416164,9139.239932367838,8433.67451171875,7728.10909106966
2020-01-26,8596.830078125,8602.4013671875,8325.498046875,8364.41015625,22177678796,8475.055053710938,,62.86096810842321,9113.801444294515,8475.055053710938,7836.30866312736
2020-01-27,8909.8193359375,8977.7265625,8597.30859375,8597.30859375,28647338393,8512.361401367187,,67.57849210686301,9161.086729095316,8512.361401367187,7863.636073639059
2020-01-28,9358.58984375,9358.58984375,8908.447265625,8912.5244140625,34398744403,8576.29775390625,,72.89485720703847,9290.65244747109,8576.29775390625,7861.943060341412
2020-01-29,9316.6298828125,9406.431640625,9269.4677734375,9357.470703125,30682598115,8648.17568359375,,71.71082971487888,9356.716624313463,8648.17568359375,7939.634742874038
2020-01-30,9508.9931640625,9553.1259765625,9230.8974609375,9316.0166015625,32378792851,8715.297631835938,,73.81100486964867,9480.685335569424,8715.297631835938,7949.909928102453
2020-01-31,9350.529296875,9521.7060546875,9230.7763671875,9508.3134765625,29432489719,8780.947216796874,,69.25012507815622,9527.546832301552,8780.947216796874,8034.3476012921965
2020-02-01,9392.875,9439.3232421875,9313.2392578125,9346.357421875,25922656496,8840.966259765624,,69.787379118936,9581.666983132462,8840.966259765624,8100.265536398788
2020-02-02,9344.365234375,9468.7978515625,9217.82421875,9389.8203125,30835736946,8900.9748046875,,68.31487630112798,9599.414023590703,8900.9748046875,8202.535585784295
2020-02-03,9293.521484375,9540.3720703125,9248.6337890625,9344.68359375,30934096509,8924.262646484374,,66.72572363820642,9642.172586484501,8924.262646484374,8206.352706484247
2020-02-04,9180.962890625,9331.265625,9112.8115234375,9292.841796875,29893183716,8942.96025390625,,63.21959527340546,9667.132665085923,8942.96025390625,8218.787842726579
2020-02-05,9613.423828125,9701.2998046875,9163.7041015625,9183.416015625,35222060874,8987.442138671875,,69.7880869782567,9759.975601134212,8987.442138671875,8214.908676209538
2020-02-06,9729.8017578125,9824.619140625,9539.818359375,9617.8212890625,37628823716,9027.480322265625,,71.27477882007135,9864.100355609975,9027.480322265625,8190.860288921274
2020-02-07,9795.943359375,9834.716796875,9726.0029296875,9726.0029296875,34522718159,9070.137060546875,,72.11464045714287,9969.763604435311,9070.137060546875,8170.510516658437
2020-02-08,9865.119140625,9876.7490234375,9678.91015625,9793.0703125,35172043762,9128.08076171875,,73.00366395007681,10074.555199137592,9128.08076171875,8181.606324299906
2020-02-09,10116.673828125,10129.435546875,9850.392578125,9863.89453125,35807884663,9201.03232421875,,76.00012719115654,10213.814123065482,9201.03232421875,8188.250525372016
2020-02-10,9856.611328125,10165.765625,9784.5634765625,10115.5595703125,39386548075,9256.5681640625,,67.64128749862238,10285.118959114163,9256.5681640625,8228.017369010839
2020-02-11,10208.236328125,10210.052734375,9729.3349609375,9855.8916015625,37648059389,9332.936181640625,,72.1080889108238,10405.054925770453,9332.936181640625,8260.817437510797
2020-02-12,10326.0546875,10393.611328125,10202.3876953125,10202.3876953125,43444303830,9428.913134765626,,73.43148718995486,10495.776838887508,9428.913134765626,8362.049430643743
2020-02-13,10214.3798828125,10457.626953125,10116.1611328125,10323.9609375,49356071373,9517.360400390626,,70.03929109969592,10535.619735283371,9517.360400390626,8499.10106549788
2020-02-14,10312.1162109375,10321.99609375,10125.5341796875,10211.55078125,43338264162,9614.573828125,,71.28934082684991,10542.529495632916,9614.573828125,8686.618160617083
2020-02-15,9889.4248046875,10341.5556640625,9874.427734375,10313.8564453125,43865054831,9679.203564453124,,59.690099365196524,10486.88038925337,9679.203564453124,8871.526739652878
2020-02-16,9934.43359375,10053.96875,9722.38671875,9889.1796875,43374780305,9730.43427734375,,60.42842328528405,10462.883295978838,9730.43427734375,8997.98525870866
2020-02-17,9690.142578125,9938.8154296875,9507.6376953125,9936.560546875,45998298413,9747.0119140625,,54.58456209473874,10459.79050548415,9747.0119140625,9034.233322640848
2020-02-18,10141.99609375,10161.935546875,9632.3828125,9691.23046875,47271023953,9788.280224609374,,61.920061994875944,10492.12522774825,9788.280224609374,9084.435221470498
2020-02-19,9633.38671875,10191.67578125,9611.2236328125,10143.798828125,46992019710,9794.49990234375,,51.78158094003634,10490.518004172094,9794.49990234375,9098.481800515407
2020-02-20,9608.4755859375,9643.216796875,9507.900390625,9629.3251953125,44925260237,9807.397216796875,,51.33820108443538,10479.167166070558,9807.397216796875,9135.627267523192
2020-02-21,9686.44140625,9723.0146484375,9589.7431640625,9611.7822265625,40930547513,9822.075537109375,,52.70318644476054,10469.357068110996,9822.075537109375,9174.794006107753
2020-02-22,9663.181640625,9698.2314453125,9600.728515625,9687.70703125,35838025154,9838.016357421875,,52.23246270478087,10452.316747106845,9838.016357421875,9223.715967736905
2020-02-23,9924.515625,9937.404296875,9657.791015625,9663.318359375,41185185761,9869.566064453125,,56.8912210987427,10431.335522518853,9869.566064453125,9307.796606387397
2020-02-24,9650.1748046875,9951.74609375,9537.04296875,9921.5830078125,45080496648,9893.02666015625,,51.24136655854258,10370.703291972772,9893.02666015625,9415.35002833973
2020-02-25,9341.705078125,9652.7373046875,9305.021484375,9651.3125,42515259129,9879.44072265625,,45.740854921965045,10401.544354533315,9879.44072265625,9357.337090779187
2020-02-26,8820.5224609375,9354.7783203125,8704.4267578125,9338.2900390625,50420050762,9833.9767578125,,38.26665165578025,10529.755118400464,9833.9767578125,9138.198397224534
2020-02-27,8784.494140625,8932.892578125,8577.19921875,8825.09375,45470195695,9783.404296875,,37.80674604984565,10616.393298433699,9783.404296875,8950.415295316301
2020-02-28,8672.455078125,8890.4560546875,8492.9326171875,8788.728515625,44605450443,9723.77109375,,36.343928234334356,10685.61950761178,9723.77109375,8761.92267988822
2020-02-29,8599.5087890625,8775.6318359375,8599.5087890625,8671.212890625,35792392544,9647.912841796875,,35.383983813193545,10708.126550396817,9647.912841796875,8587.699133196933
2020-03-01,8562.4541015625,8726.796875,8471.212890625,8599.7587890625,35349164300,9583.20498046875,,34.88000143451783,10738.297099021927,9583.20498046875,8428.112861915573
2020-03-02,8869.669921875,8921.30859375,8532.630859375,8563.2646484375,42857674409,9516.27666015625,,42.227130480902844,10673.866320166278,9516.27666015625,8358.687000146223
2020-03-03,8787.7861328125,8901.5986328125,8704.990234375,8865.3876953125,42386715821,9439.363232421874,,40.90250758514594,10575.735846695463,9439.363232421874,8302.990618148286
2020-03-04,8755.24609375,8843.3662109375,8712.431640625,8788.5419921875,34746706368,9366.40654296875,,40.36067646359571,10481.54110638942,9366.40654296875,8251.27197954808
2020-03-05,9078.7626953125,9142.0546875,8757.25390625,8760.28515625,39698054597,9304.7388671875,,47.768784844609534,10337.205780454682,9304.7388671875,8272.271953920317
2020-03-06,9122.5458984375,9167.6953125,9032.0791015625,9078.30859375,40826885651,9266.394921875,,48.697555153268674,10265.581701658071,9266.394921875,8267.20814209193
2020-03-07,8909.9541015625,9163.220703125,8890.744140625,9121.6005859375,36216930370,9215.170947265626,,44.55473819985723,10176.437568368718,9215.170947265626,8253.904326162534
2020-03-08,8108.1162109375,8914.34375,8105.2529296875,8908.2060546875,39973102121,9136.06962890625,,33.11261104033464,10184.401575573542,9136.06962890625,8087.737682238961
2020-03-09,7923.64453125,8177.79345703125,7690.09814453125,8111.146484375,46936995808,9025.15205078125,,31.131791988564366,10093.518255228812,9025.15205078125,7956.785846333686
2020-03-10,7909.7294921875,8136.9453125,7814.76318359375,7922.14697265625,42213940994,8938.969189453124,,30.981238934833318,10073.226664208762,8938.969189453124,7804.711714697487
2020-03-11,7911.43017578125,7950.814453125,7642.8125,7910.08984375,38682762605,8854.116918945312,,31.02514252507516,10028.535885811289,8854.116918945312,7679.697952079336
2020-03-12,4970.7880859375,7929.1162109375,4860.35400390625,7913.6162109375,53980357243,8618.334252929688,,14.202379615865112,10626.91131193969,8618.334252929688,6609.757193919686
2020-03-13,5563.70703125,5838.11474609375,4106.98095703125,5017.8310546875,74156772075,8413.360522460938,,23.240041918082103,10761.579669223598,8413.360522460938,6065.141375698278
2020-03-14,5200.3662109375,5625.2265625,5125.0693359375,5573.07763671875,36154506008,8177.153051757812,,21.72949555503252,10803.729878113616,8177.153051757812,5550.576225402009
2020-03-15,5392.31494140625,5836.64501953125,5169.283203125,5201.06689453125,33997889639,7964.26005859375,,24.52063246586392,10763.316714299097,7964.26005859375,5165.203402888404
2020-03-16,5014.47998046875,5385.2294921875,4575.35791015625,5385.2294921875,45368026430,7747.8988037109375,,22.79730394140344,10749.271645742543,7747.8988037109375,4746.525961679332
2020-03-17,5225.62939453125,5371.3486328125,4981.9091796875,5002.578125,38622642935,7568.154150390625,,25.930227806746036,10717.959012248617,7568.154150390625,4418.349288532632
2020-03-18,5238.4384765625,5331.833984375,5069.3359375,5227.11376953125,37878801016,7390.8513671875,,26.12607680176496,10644.333192842189,7390.8513671875,4137.369541532811
2020-03-19,6191.19287109375,6329.73583984375,5236.96875,5245.41650390625,51000731797,7266.788256835937,,39.03790794464667,10504.520774437904,7266.788256835937,4029.0557392339697
2020-03-20,6198.7783203125,6844.26171875,5865.78173828125,6191.65380859375,54442976103,7146.751733398438,,39.12912818752258,10355.82901966005,7146.751733398438,3937.674447136825
2020-03-21,6185.06640625,6378.13525390625,5932.8232421875,6206.521484375,42494390880,7027.882348632813,,39.01547810488661,10194.233940182216,7027.882348632813,3861.53075708341
2020-03-22,5830.2548828125,6359.697265625,5823.7138671875,6185.55810546875,40099664740,6875.911596679687,,36.09408538686205,9964.896539973883,6875.911596679687,3786.9266533854916
