Date,Close,High,Low,Open,Volume,SMA_20,SMA_100,RSI_14,BB_upper,BB_middle,BB_lower
2020-03-23,6416.31494140625,6443.9345703125,5785.00439453125,5831.37451171875,46491916000,6757.338037109375,,43.60545598612459,9723.275021016245,6757.338037109375,3791.4010532025054
2020-03-24,6734.8037109375,6789.02294921875,6411.06640625,6436.642578125,48221910672,6656.31591796875,,47.2350679711557,9477.2616028229,6656.31591796875,3835.3702331145996
2020-03-25,6681.06298828125,6892.51123046875,6536.92626953125,6738.716796875,44590107888,6536.430932617188,,46.68901859094967,9130.022597419389,6536.430932617188,3942.8392678149858
2020-03-26,6716.4404296875,6735.4638671875,6590.962890625,6675.1708984375,35319797642,6416.125659179687,,47.12237667474994,8726.473435810536,6416.125659179687,4105.7778825488385
2020-03-27,6469.79833984375,6793.83642578125,6466.70166015625,6719.38916015625,34585598367,6294.11787109375,,44.411844953026424,8302.824753366785,6294.11787109375,4285.410988820715
2020-03-28,6242.19384765625,6467.5009765625,6117.837890625,6467.25390625,34885225901,6200.821752929687,,42.01034869001625,8029.074443802576,6200.821752929687,4372.569062056798
2020-03-29,5922.04296875,6250.46728515625,5920.0859375,6245.62451171875,28373690931,6100.741674804687,,38.82976779420733,7751.3063268361675,6100.741674804687,4450.177022773207
2020-03-30,6429.841796875,6517.19580078125,5903.234375,5925.53857421875,37101651525,6026.747290039062,,45.83454368636583,7465.3705861141325,6026.747290039062,4588.123993963992
2020-03-31,6438.64453125,6504.51513671875,6374.162109375,6430.6064453125,32786468812,5953.1080078125,,45.950090951249976,7124.206621919802,5953.1080078125,4782.009393705197
2020-04-01,6606.7763671875,6612.57373046875,6202.37353515625,6437.3193359375,40346426266,6034.907421875,,48.222043273978315,7147.190374377317,6034.907421875,4922.624469372683
2020-04-02,6793.62451171875,7088.24755859375,6595.91845703125,6606.7763671875,47660646124,6096.403295898437,,50.7020704688444,7233.404069512429,6096.403295898437,4959.402522284446
2020-04-03,6733.38720703125,7003.220703125,6673.3359375,6797.396484375,38976504903,6173.054345703125,,49.8727239066734,7263.853334764584,6173.054345703125,5082.255356641666
2020-04-04,6867.52734375,6878.95361328125,6696.48486328125,6738.3828125,33185988584,6246.814965820313,,51.76485758646204,7315.75259905065,6246.814965820313,5177.877332589976
2020-04-05,6791.12939453125,6883.4140625,6715.92919921875,6862.53759765625,29510409856,6335.647436523437,,50.59352483278373,7266.554826421887,6335.647436523437,5404.740046624987
2020-04-06,7271.78125,7271.78125,6782.8896484375,6788.0498046875,46896904615,6437.955029296875,,57.161259030528136,7306.034799276759,6437.955029296875,5569.875259316991
2020-04-07,7176.41455078125,7427.939453125,7136.71435546875,7273.64404296875,44243482668,6534.853833007813,,55.582483252879676,7267.862342728757,6534.853833007813,5801.845323286869
2020-04-08,7334.0986328125,7356.2236328125,7153.3056640625,7179.283203125,37563249549,6591.99912109375,,57.664568219349455,7384.701472658238,6591.99912109375,5799.296769529261
2020-04-09,7302.08935546875,7341.4482421875,7179.09423828125,7337.96630859375,34815139178,6647.1646728515625,8152.3665625,57.07964596786736,7475.491404480099,6647.1646728515625,5818.837941223026
2020-04-10,6865.4931640625,7303.8154296875,6802.47509765625,7303.8154296875,43622840992,6681.186010742187,8149.019750976562,49.677797524803125,7486.370382807736,6681.186010742187,5876.001638676638
2020-04-11,6859.0830078125,6926.06982421875,6789.9208984375,6867.4404296875,31222085946,6732.627416992187,8147.75587890625,49.57614806988012,7439.203464794608,6732.627416992187,6026.051369189766
2020-04-12,6971.091796875,7119.947265625,6811.078125,6858.06787109375,35759567632,6760.366259765625,8144.017954101562,51.44570437389044,7458.6028052047595,6760.366259765625,6062.12971432649
2020-04-13,6845.03759765625,6965.61669921875,6668.259765625,6965.61669921875,38619308647,6765.877954101563,8138.361762695313,49.233364022383356,7464.960149984468,6765.877954101563,6066.795758218657
2020-04-14,6842.427734375,6958.55712890625,6793.8212890625,6843.28173828125,34110434052,6773.94619140625,8132.672866210937,49.18620212860411,7472.651271446613,6773.94619140625,6075.241111365888
2020-04-15,6642.10986328125,6928.66455078125,6633.40283203125,6845.5615234375,32288311031,6770.229663085937,8121.4017724609375,45.577362861076594,7470.906706737077,6770.229663085937,6069.552619434798
2020-04-16,7116.80419921875,7134.45068359375,6555.50439453125,6640.4541015625,46783242377,6802.5799560546875,8110.932890625,54.160451838641755,7504.529483799513,6802.5799560546875,6100.630428309862
2020-04-17,7096.1845703125,7167.18310546875,7050.33203125,7116.552734375,32513423567,6845.2794921875,8101.0961083984375,53.763803630147066,7508.509734081546,6845.2794921875,6182.049250293454
2020-04-18,7257.6650390625,7269.95654296875,7089.2470703125,7092.29150390625,32447188386,6912.060595703125,8094.882045898437,56.45348282819768,7446.452514455925,6912.060595703125,6377.668676950325
2020-04-19,7189.4248046875,7280.52197265625,7167.0546875,7260.92236328125,31311210215,6950.03974609375,8085.110751953125,54.997466451468426,7448.722256582307,6950.03974609375,6451.357235605194
2020-04-20,6881.95849609375,7240.29052734375,6835.5029296875,7186.87353515625,37747113936,6972.2054443359375,8073.5549609375,48.880290091791316,7414.179393477987,6972.2054443359375,6530.231495193888
2020-04-21,6880.3232421875,6934.5517578125,6834.4423828125,6879.7841796875,32589741511,6985.882788085937,8060.433251953125,48.84917021608401,7397.675792544765,6985.882788085937,6574.08978362711
2020-04-22,7117.20751953125,7145.86572265625,6867.78173828125,6879.4404296875,33249153866,7002.061938476562,8050.163383789062,53.470511885112394,7407.750251030986,7002.061938476562,6596.373625922139
2020-04-23,7429.724609375,7491.78515625,7081.5947265625,7121.30615234375,43500782316,7036.87880859375,8036.1829833984375,58.763699733563655,7463.348032473675,7036.87880859375,6610.409584713826
2020-04-24,7550.90087890625,7574.19580078125,7434.181640625,7434.181640625,34636526286,7071.0474853515625,8023.621884765625,60.63370185680038,7544.665220509329,7071.0474853515625,6597.429750193796
2020-04-25,7569.93603515625,7641.36376953125,7521.67236328125,7550.48291015625,32941541447,7109.987817382813,8012.083383789062,60.93340515058979,7612.337785764119,7109.987817382813,6607.637849001507
2020-04-26,7679.8671875,7700.59423828125,7561.40771484375,7570.13916015625,33070154491,7130.392114257813,7999.5916748046875,62.69956439962661,7687.534130029633,7130.392114257813,6573.250098485993
2020-04-27,7795.60107421875,7795.60107421875,7679.4189453125,7679.4189453125,36162144725,7161.3514404296875,7988.119599609375,64.51823464781825,7789.563415307575,7161.3514404296875,6533.1394655518
2020-04-28,7807.05859375,7814.52734375,7730.806640625,7796.97021484375,33187959921,7184.999438476562,7979.127734375,64.70172292274377,7870.442799526956,7184.999438476562,6499.5560774261685
2020-04-29,8801.0380859375,8871.75390625,7786.04931640625,7806.71240234375,60201052203,7259.946875,7980.561689453125,76.20033537108804,8243.277084302843,7259.946875,6276.616665697156
2020-04-30,8658.5537109375,9440.650390625,8533.255859375,8797.669921875,66964629541,7349.59990234375,7979.68828125,72.55183151038341,8487.531846517782,7349.59990234375,6211.667958169716
2020-05-01,8864.7666015625,9048.0234375,8667.763671875,8672.7822265625,44068389997,7449.88408203125,7981.5271875,74.45793789342,8740.498704337026,7449.88408203125,6159.269459725473
2020-05-02,8988.5966796875,9007.1875,8811.3662109375,8869.0576171875,40134388683,7550.759326171875,7987.347998046875,75.55569553600205,8983.470645649717,7550.759326171875,6118.048006694033
2020-05-03,8897.46875,9167.78125,8830.9716796875,8983.6142578125,47101785174,7653.380883789063,7991.86833984375,73.06694424707048,9161.244807170235,7653.380883789063,6145.516960407891
2020-05-04,8912.654296875,8956.90625,8645.0244140625,8895.7451171875,45718796276,7756.8922119140625,7997.31640625,73.22521617026537,9311.376092469218,7756.8922119140625,6202.408331358907
2020-05-05,9003.0703125,9062.4150390625,8856.8271484375,8912.83203125,43148462663,7874.940234375,8001.37880859375,74.19747105775325,9431.450056762698,7874.940234375,6318.430411987301
2020-05-06,9268.76171875,9411.4677734375,8966.7060546875,9007.44140625,49371886931,7982.538110351563,8004.968232421875,76.85692267682553,9610.42239126077,7982.538110351563,6354.653829442356
2020-05-07,9951.5185546875,9992.6640625,9138.322265625,9261.8955078125,61112700562,8125.3048095703125,8010.89751953125,81.99311837492634,9910.446313444874,8125.3048095703125,6340.163305695752
2020-05-08,9842.666015625,9996.7431640625,9767.1728515625,9936.162109375,51780748042,8254.554858398438,8016.157880859375,78.98348270120059,10141.14279340337,8254.554858398438,6367.966923393506
2020-05-09,9593.896484375,9913.86328125,9580.64453125,9840.90625,46566121841,8374.778442382812,8017.0069140625,72.43931853188865,10280.89123754292,8374.778442382812,6468.665647222705
2020-05-10,8756.4306640625,9595.5810546875,8395.107421875,9591.1689453125,63325279337,8468.50205078125,8011.065927734375,55.70622550226172,10252.194550637407,8468.50205078125,6684.809550925092
2020-05-11,8601.7958984375,9033.470703125,8374.3232421875,8755.53515625,57119858802,8554.57568359375,8003.15513671875,53.259831570050586,10182.769565578406,8554.57568359375,6926.381801609093
2020-05-12,8804.4775390625,8949.8984375,8569.6435546875,8610.3857421875,42142717533,8638.939184570312,7997.756259765625,55.988085991914296,10129.520029679168,8638.939184570312,7148.358339461456
2020-05-13,9269.9873046875,9317.87890625,8805.3876953125,8805.3876953125,45558144023,8730.952319335938,7997.52091796875,61.540672674425046,10136.359717970054,8730.952319335938,7325.544920701823
2020-05-14,9733.7216796875,9793.2685546875,9255.03515625,9271.3291015625,56426907637,8840.093359375,8003.048505859375,66.1255016560792,10200.287421725028,8840.093359375,7479.899297024972
2020-05-15,9328.197265625,9755.828125,9261.3984375,9734.291015625,48158802327,8928.006420898437,8000.196240234375,59.451080488878326,10170.665755033364,8928.006420898437,7685.34708676351
2020-05-16,9377.013671875,9564.205078125,9260.6943359375,9333.240234375,36164766408,9012.863745117187,7996.668359375,59.974815316740184,10128.27862394682,9012.863745117187,7897.448866287554
2020-05-17,9670.7392578125,9823.001953125,9349.5458984375,9374.9296875,40084250663,9106.620654296876,7995.416318359375,63.06596202722682,10106.222212862594,9106.620654296876,8107.019095731158
2020-05-18,9726.5751953125,9906.0302734375,9570.359375,9675.6953125,41827139896,9202.596484375,7994.03087890625,63.64081545419054,10040.125142268505,9202.596484375,8365.067826481496
2020-05-19,9729.0380859375,9836.0478515625,9539.6240234375,9727.0634765625,39254288955,9248.996484375,7990.154521484375,63.66767752503115,10095.176568809142,9248.996484375,8402.816399940859
2020-05-20,9522.9814453125,9804.7939453125,9447.201171875,9725.3291015625,36546239703,9292.21787109375,7986.81822265625,59.69408930414595,10100.819998370502,9292.21787109375,8483.615743816998
2020-05-21,9081.76171875,9555.2421875,8869.9306640625,9522.740234375,39326160532,9303.067626953125,7975.5534765625,52.183862355330035,10094.068241538676,9303.067626953125,8512.067012367574
2020-05-22,9182.5771484375,9232.9365234375,9008.638671875,9080.3349609375,29810773699,9312.766650390626,7964.118701171875,53.61972153655462,10092.786447447028,9312.766650390626,8532.746853334223
2020-05-23,9209.287109375,9302.501953125,9118.1083984375,9185.0625,27727866812,9328.357568359375,7954.0677734375,54.0137218336241,10086.71481318235,9328.357568359375,8570.0003235364
2020-05-24,8790.3681640625,9288.404296875,8787.2509765625,9212.283203125,32518803300,9322.24326171875,7938.85029296875,47.236081853068676,10095.729428133704,9322.24326171875,8548.757095303796
2020-05-25,8906.9345703125,8951.005859375,8719.66796875,8786.107421875,31288157264,9317.436474609374,7929.025390625,49.14817491720609,10099.939136812522,9317.436474609374,8534.933812406227
2020-05-26,8835.052734375,8991.9677734375,8757.2939453125,8909.5859375,29584186947,9295.751025390626,7918.03158203125,47.99317512001816,10105.994414577159,9295.751025390626,8485.507636204093
2020-05-27,9181.017578125,9203.3203125,8834.1572265625,8837.380859375,32740536902,9257.2259765625,7912.94033203125,53.64012879311485,10010.342285282471,9257.2259765625,8504.10966784253
2020-05-28,9525.7509765625,9546.3193359375,9148.45703125,9184.9453125,34367073114,9241.380224609375,7906.777880859375,58.47813890016853,9956.958976598038,9241.380224609375,8525.801472620711
2020-05-29,9439.1240234375,9573.6669921875,9379.3388671875,9528.35546875,32896642044,9233.6416015625,7904.83525390625,56.87202045357653,9937.047874257143,9233.6416015625,8530.235328867857
2020-05-30,9700.4140625,9704.0302734375,9366.7294921875,9438.9140625,32722975141,9280.840771484374,7905.754638671875,60.40453510418661,9976.46896828562,9280.840771484374,8585.212574683128
2020-05-31,9461.05859375,9700.34375,9432.296875,9700.10546875,27773290299,9323.80390625,7903.500810546875,55.8885463008482,9948.936347545095,9323.80390625,8698.671464954903
2020-06-01,10167.2685546875,10199.5654296875,9450.8994140625,9463.60546875,35198901068,9391.94345703125,7908.5416796875,64.35587526321265,10070.592941771662,9391.94345703125,8713.293972290838
2020-06-02,9529.8037109375,10182.3408203125,9460.5712890625,10162.9736328125,39137252109,9404.93427734375,7904.594560546875,54.23571254045483,10083.695285940556,9404.93427734375,8726.173268746943
2020-06-03,9656.7177734375,9682.859375,9471.8466796875,9533.7607421875,25007459262,9401.08408203125,7904.659990234375,55.728379448970465,10073.18226337727,9401.08408203125,8728.98590068523
2020-06-04,9800.63671875,9887.6103515625,9525.2470703125,9655.8544921875,25921805072,9424.7060546875,7909.249306640625,57.42424516862912,10117.77887863931,9424.7060546875,8731.63323073569
2020-06-05,9665.533203125,9869.2373046875,9663.216796875,9800.2158203125,23509628646,9439.13203125,7917.6994140625,55.28335779346634,10139.604824804963,9439.13203125,8738.659237695036
2020-06-06,9653.6796875,9773.431640625,9591.0244140625,9664.904296875,20438419222,9438.279052734375,7926.39126953125,55.089300044242975,10137.662339711203,9438.279052734375,8738.895765757547
2020-06-07,9758.8525390625,9768.498046875,9458.150390625,9653.0029296875,25015250846,9439.892919921875,7937.255244140625,56.54677060378399,10142.073169356194,9439.892919921875,8737.712670487555
2020-06-08,9771.4892578125,9782.306640625,9675.8857421875,9760.0634765625,21486346312,9442.015478515625,7948.975048828125,56.72847586962671,10147.92575789265,9442.015478515625,8736.1051991386
2020-06-09,9795.7001953125,9836.369140625,9664.7197265625,9774.3603515625,23717842783,9455.651416015626,7961.307509765625,57.09862660861912,10177.643829817393,9455.651416015626,8733.659002213859
2020-06-10,9870.0947265625,9908.896484375,9728.291015625,9794.119140625,25706567601,9495.06806640625,7971.3117578125,58.27959700617728,10217.184612860103,9495.06806640625,8772.951519952396
2020-06-11,9321.78125,9938.2978515625,9263.0693359375,9870.078125,30247143440,9502.028271484374,7976.651708984375,47.829185474008625,10214.582885692304,9502.028271484374,8789.473657276445
2020-06-12,9480.84375,9540.4658203125,9285.8515625,9320.6904296875,22610564515,9515.606103515625,7983.907685546875,50.59673904716428,10215.568193438829,9515.606103515625,8815.644013592422
2020-06-13,9475.27734375,9493.2119140625,9396.009765625,9480.7353515625,17564322315,9549.8515625,7987.87283203125,50.49578695066549,10166.606934988926,9549.8515625,8933.096190011074
2020-06-14,9386.7880859375,9482.2705078125,9347.59375,9477.5537109375,18991732746,9573.84423828125,7990.51525390625,48.827920099814975,10122.236509596612,9573.84423828125,9025.451966965888
2020-06-15,9450.7021484375,9504.8603515625,8990.17578125,9386.03515625,26699704768,9604.626708984375,7995.922734375,50.109698401466886,10041.449394793472,9604.626708984375,9167.804023175278
2020-06-16,9538.0244140625,9579.4306640625,9400.4453125,9454.2666015625,21565537209,9622.47705078125,8010.22181640625,51.883035593239526,10015.589953160066,9622.47705078125,9229.364148402434
